call_id,issue_type,call_duration_seconds,duration_ratio,num_turns,transcript_text,csat_score,csat_range,resolution_status,repeat_contact,emotional_arc
559,login,400,0.99,25,Turn 1: CUSTOMER: really appreciate your help | Turn 2: AGENT: please hold for a moment | Turn 3: CUSTOMER: third time calling | Turn 4: AGENT: happy to resolve this | Turn 5: CUSTOMER: I waited so long | Turn 6: AGENT: we will fix this | Turn 7: CUSTOMER: this is annoying honestly | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: I already tried that | Turn 10: AGENT: I will resolve this for you | Turn 11: CUSTOMER: please check again | Turn 12: AGENT: sorry for the trouble | Turn 13: CUSTOMER: I called yesterday also | Turn 14: AGENT: sorry for the trouble | Turn 15: CUSTOMER: thanks that solved it | Turn 16: AGENT: thanks for waiting | Turn 17: CUSTOMER: I am not happy with the service | Turn 18: AGENT: I will escalate this | Turn 19: CUSTOMER: okay that helps | Turn 20: AGENT: thanks for waiting | Turn 21: CUSTOMER: this should not happen | Turn 22: AGENT: thank you for your patience | Turn 23: CUSTOMER: I called yesterday also | Turn 24: AGENT: I apologize for the inconvenience | Turn 25: CUSTOMER: why is this happening again,4,high,resolved,no,flat
1836,delivery,629,1.26,43,Turn 1: CUSTOMER: finally someone answered | Turn 2: AGENT: sorry for the trouble | Turn 3: CUSTOMER: finally someone answered | Turn 4: AGENT: thank you for your patience | Turn 5: CUSTOMER: this should not happen | Turn 6: AGENT: I appreciate your patience | Turn 7: CUSTOMER: finally someone answered | Turn 8: AGENT: this should work now | Turn 9: CUSTOMER: this is taking too long | Turn 10: AGENT: thank you for your patience | Turn 11: CUSTOMER: I already tried that | Turn 12: AGENT: glad to help | Turn 13: CUSTOMER: I waited so long | Turn 14: AGENT: we will fix this | Turn 15: CUSTOMER: I called yesterday also | Turn 16: AGENT: thanks for waiting | Turn 17: CUSTOMER: this should not happen | Turn 18: AGENT: I apologize for the inconvenience | Turn 19: CUSTOMER: thanks that solved it | Turn 20: AGENT: I understand your frustration | Turn 21: CUSTOMER: thanks that solved it | Turn 22: AGENT: let me verify your details | Turn 23: CUSTOMER: this makes no sense | Turn 24: AGENT: thank you for your patience | Turn 25: CUSTOMER: why is this happening again | Turn 26: AGENT: we are working on it | Turn 27: CUSTOMER: why is this happening again | Turn 28: AGENT: I apologize for the inconvenience | Turn 29: CUSTOMER: my issue is still not fixed | Turn 30: AGENT: please hold for a moment | Turn 31: CUSTOMER: third time calling | Turn 32: AGENT: I am looking into your issue | Turn 33: CUSTOMER: my issue is still not fixed | Turn 34: AGENT: I am looking into your issue | Turn 35: CUSTOMER: I already tried that | Turn 36: AGENT: I am looking into your issue | Turn 37: CUSTOMER: can you please help me | Turn 38: AGENT: happy to resolve this | Turn 39: CUSTOMER: thanks for the support | Turn 40: AGENT: I can help you with that | Turn 41: CUSTOMER: finally someone answered | Turn 42: AGENT: let me check that for you | Turn 43: CUSTOMER: this is annoying honestly,3,medium,unresolved,no,v_shape
2410,complaint,328,0.67,38,Turn 1: CUSTOMER: this is really frustrating | Turn 2: AGENT: we will fix this | Turn 3: CUSTOMER: I need this resolved today | Turn 4: AGENT: I will resolve this for you | Turn 5: CUSTOMER: this keeps happening | Turn 6: AGENT: thank you for your patience | Turn 7: CUSTOMER: why is this happening again | Turn 8: AGENT: I am looking into your issue | Turn 9: CUSTOMER: really appreciate your help | Turn 10: AGENT: I can help you with that | Turn 11: CUSTOMER: finally someone answered | Turn 12: AGENT: thank you for calling | Turn 13: CUSTOMER: this should not happen | Turn 14: AGENT: we are working on it | Turn 15: CUSTOMER: I am not happy with the service | Turn 16: AGENT: please hold for a moment | Turn 17: CUSTOMER: finally someone answered | Turn 18: AGENT: I will resolve this for you | Turn 19: CUSTOMER: still confused | Turn 20: AGENT: we are working on it | Turn 21: CUSTOMER: really appreciate your help | Turn 22: AGENT: thanks for waiting | Turn 23: CUSTOMER: this makes no sense | Turn 24: AGENT: I apologize for the inconvenience | Turn 25: CUSTOMER: nothing is working | Turn 26: AGENT: I am looking into your issue | Turn 27: CUSTOMER: third time calling | Turn 28: AGENT: I can help you with that | Turn 29: CUSTOMER: really appreciate your help | Turn 30: AGENT: I apologize for the inconvenience | Turn 31: CUSTOMER: finally someone answered | Turn 32: AGENT: I apologize for the inconvenience | Turn 33: CUSTOMER: third time calling | Turn 34: AGENT: I appreciate your patience | Turn 35: CUSTOMER: this makes no sense | Turn 36: AGENT: I completely understand | Turn 37: CUSTOMER: I don't understand the problem | Turn 38: AGENT: your issue is important to us,3,medium,resolved,yes,fall
1754,payment,435,1.08,32,Turn 1: CUSTOMER: this is annoying honestly | Turn 2: AGENT: let me check that for you | Turn 3: CUSTOMER: really appreciate your help | Turn 4: AGENT: thanks for waiting | Turn 5: CUSTOMER: I called yesterday also | Turn 6: AGENT: I can help you with that | Turn 7: CUSTOMER: this is really frustrating | Turn 8: AGENT: sorry for the trouble | Turn 9: CUSTOMER: still confused | Turn 10: AGENT: we are working on it | Turn 11: CUSTOMER: I am getting upset now | Turn 12: AGENT: this should work now | Turn 13: CUSTOMER: I need this resolved today | Turn 14: AGENT: we are working on it | Turn 15: CUSTOMER: this keeps happening | Turn 16: AGENT: glad to help | Turn 17: CUSTOMER: thanks that solved it | Turn 18: AGENT: thanks for waiting | Turn 19: CUSTOMER: thanks that solved it | Turn 20: AGENT: please hold for a moment | Turn 21: CUSTOMER: thanks for the support | Turn 22: AGENT: thank you for your patience | Turn 23: CUSTOMER: this is taking too long | Turn 24: AGENT: I completely understand | Turn 25: CUSTOMER: this should not happen | Turn 26: AGENT: I apologize for the inconvenience | Turn 27: CUSTOMER: nothing is working | Turn 28: AGENT: I apologize for the inconvenience | Turn 29: CUSTOMER: thanks for the support | Turn 30: AGENT: this should work now | Turn 31: CUSTOMER: this keeps happening | Turn 32: AGENT: thank you for calling,4,high,resolved,yes,fall
1321,billing,686,1.4,40,Turn 1: CUSTOMER: still confused | Turn 2: AGENT: I appreciate your patience | Turn 3: CUSTOMER: I called yesterday also | Turn 4: AGENT: I apologize for the inconvenience | Turn 5: CUSTOMER: I waited so long | Turn 6: AGENT: let me check that for you | Turn 7: CUSTOMER: third time calling | Turn 8: AGENT: I will escalate this | Turn 9: CUSTOMER: really appreciate your help | Turn 10: AGENT: we will fix this | Turn 11: CUSTOMER: thanks for the support | Turn 12: AGENT: I am looking into your issue | Turn 13: CUSTOMER: thanks for the support | Turn 14: AGENT: your issue is important to us | Turn 15: CUSTOMER: third time calling | Turn 16: AGENT: this should work now | Turn 17: CUSTOMER: finally someone answered | Turn 18: AGENT: your issue is important to us | Turn 19: CUSTOMER: can you please help me | Turn 20: AGENT: thanks for waiting | Turn 21: CUSTOMER: finally someone answered | Turn 22: AGENT: I apologize for the inconvenience | Turn 23: CUSTOMER: my issue is still not fixed | Turn 24: AGENT: I completely understand | Turn 25: CUSTOMER: can you please help me | Turn 26: AGENT: we will fix this | Turn 27: CUSTOMER: I already tried that | Turn 28: AGENT: we are working on it | Turn 29: CUSTOMER: my issue is still not fixed | Turn 30: AGENT: I will escalate this | Turn 31: CUSTOMER: this is annoying honestly | Turn 32: AGENT: let me verify your details | Turn 33: CUSTOMER: nothing is working | Turn 34: AGENT: I apologize for the inconvenience | Turn 35: CUSTOMER: thanks that solved it | Turn 36: AGENT: glad to help | Turn 37: CUSTOMER: I am not happy with the service | Turn 38: AGENT: is there anything else | Turn 39: CUSTOMER: this is annoying honestly | Turn 40: AGENT: I apologize for the inconvenience,3,medium,unresolved,no,rise
2080,complaint,367,0.75,32,Turn 1: CUSTOMER: why is this happening again | Turn 2: AGENT: I apologize for the inconvenience | Turn 3: CUSTOMER: really appreciate your help | Turn 4: AGENT: please hold for a moment | Turn 5: CUSTOMER: please check again | Turn 6: AGENT: glad to help | Turn 7: CUSTOMER: why is this happening again | Turn 8: AGENT: thank you for your patience | Turn 9: CUSTOMER: this is really frustrating | Turn 10: AGENT: we are working on it | Turn 11: CUSTOMER: I already tried that | Turn 12: AGENT: is there anything else | Turn 13: CUSTOMER: this is annoying honestly | Turn 14: AGENT: this should work now | Turn 15: CUSTOMER: I called yesterday also | Turn 16: AGENT: your issue is important to us | Turn 17: CUSTOMER: this keeps happening | Turn 18: AGENT: let me check that for you | Turn 19: CUSTOMER: thanks that solved it | Turn 20: AGENT: glad to help | Turn 21: CUSTOMER: I am not happy with the service | Turn 22: AGENT: we are working on it | Turn 23: CUSTOMER: can you please help me | Turn 24: AGENT: let me check that for you | Turn 25: CUSTOMER: still confused | Turn 26: AGENT: we are working on it | Turn 27: CUSTOMER: please check again | Turn 28: AGENT: let me verify your details | Turn 29: CUSTOMER: this is really frustrating | Turn 30: AGENT: thank you for your patience | Turn 31: CUSTOMER: I already tried that | Turn 32: AGENT: happy to resolve this,4,high,resolved,no,v_shape
1765,network,516,1.28,46,Turn 1: CUSTOMER: still confused | Turn 2: AGENT: thank you for calling | Turn 3: CUSTOMER: my issue is still not fixed | Turn 4: AGENT: I appreciate your patience | Turn 5: CUSTOMER: thanks for the support | Turn 6: AGENT: I understand your frustration | Turn 7: CUSTOMER: please check again | Turn 8: AGENT: I understand your frustration | Turn 9: CUSTOMER: this is really frustrating | Turn 10: AGENT: thank you for your patience | Turn 11: CUSTOMER: I am not happy with the service | Turn 12: AGENT: this should work now | Turn 13: CUSTOMER: really appreciate your help | Turn 14: AGENT: this should work now | Turn 15: CUSTOMER: this keeps happening | Turn 16: AGENT: sorry for the trouble | Turn 17: CUSTOMER: finally someone answered | Turn 18: AGENT: we will fix this | Turn 19: CUSTOMER: nothing is working | Turn 20: AGENT: I will resolve this for you | Turn 21: CUSTOMER: this is taking too long | Turn 22: AGENT: I appreciate your patience | Turn 23: CUSTOMER: thanks that solved it | Turn 24: AGENT: I will resolve this for you | Turn 25: CUSTOMER: nothing is working | Turn 26: AGENT: I can help you with that | Turn 27: CUSTOMER: finally someone answered | Turn 28: AGENT: thank you for your patience | Turn 29: CUSTOMER: I called yesterday also | Turn 30: AGENT: thanks for waiting | Turn 31: CUSTOMER: still confused | Turn 32: AGENT: this should work now | Turn 33: CUSTOMER: I waited so long | Turn 34: AGENT: I completely understand | Turn 35: CUSTOMER: this is really frustrating | Turn 36: AGENT: sorry for the trouble | Turn 37: CUSTOMER: okay that helps | Turn 38: AGENT: thank you for your patience | Turn 39: CUSTOMER: I called yesterday also | Turn 40: AGENT: glad to help | Turn 41: CUSTOMER: I don't understand the problem | Turn 42: AGENT: happy to resolve this | Turn 43: CUSTOMER: my issue is still not fixed | Turn 44: AGENT: sorry for the trouble | Turn 45: CUSTOMER: nothing is working | Turn 46: AGENT: happy to resolve this,2,low,unresolved,no,rise
795,network,529,1.32,49,Turn 1: CUSTOMER: this is taking too long | Turn 2: AGENT: I completely understand | Turn 3: CUSTOMER: this makes no sense | Turn 4: AGENT: thank you for your patience | Turn 5: CUSTOMER: this is annoying honestly | Turn 6: AGENT: happy to resolve this | Turn 7: CUSTOMER: nothing is working | Turn 8: AGENT: happy to resolve this | Turn 9: CUSTOMER: this should not happen | Turn 10: AGENT: this should work now | Turn 11: CUSTOMER: thanks that solved it | Turn 12: AGENT: is there anything else | Turn 13: CUSTOMER: finally someone answered | Turn 14: AGENT: your issue is important to us | Turn 15: CUSTOMER: I need this resolved today | Turn 16: AGENT: I appreciate your patience | Turn 17: CUSTOMER: please check again | Turn 18: AGENT: your issue is important to us | Turn 19: CUSTOMER: I don't understand the problem | Turn 20: AGENT: I understand your frustration | Turn 21: CUSTOMER: this is annoying honestly | Turn 22: AGENT: thank you for your patience | Turn 23: CUSTOMER: still confused | Turn 24: AGENT: happy to resolve this | Turn 25: CUSTOMER: I am getting upset now | Turn 26: AGENT: I can help you with that | Turn 27: CUSTOMER: finally someone answered | Turn 28: AGENT: we will fix this | Turn 29: CUSTOMER: this is annoying honestly | Turn 30: AGENT: I am looking into your issue | Turn 31: CUSTOMER: this keeps happening | Turn 32: AGENT: I can help you with that | Turn 33: CUSTOMER: still confused | Turn 34: AGENT: I can help you with that | Turn 35: CUSTOMER: I waited so long | Turn 36: AGENT: thanks for waiting | Turn 37: CUSTOMER: this is taking too long | Turn 38: AGENT: your issue is important to us | Turn 39: CUSTOMER: I am not happy with the service | Turn 40: AGENT: thanks for waiting | Turn 41: CUSTOMER: I am getting upset now | Turn 42: AGENT: sorry for the trouble | Turn 43: CUSTOMER: my issue is still not fixed | Turn 44: AGENT: thanks for waiting | Turn 45: CUSTOMER: really appreciate your help | Turn 46: AGENT: glad to help | Turn 47: CUSTOMER: this keeps happening | Turn 48: AGENT: your issue is important to us | Turn 49: CUSTOMER: nothing is working,5,high,resolved,no,flat
1962,technical,455,0.87,25,Turn 1: CUSTOMER: finally someone answered | Turn 2: AGENT: thank you for calling | Turn 3: CUSTOMER: my issue is still not fixed | Turn 4: AGENT: let me check that for you | Turn 5: CUSTOMER: still confused | Turn 6: AGENT: I will escalate this | Turn 7: CUSTOMER: third time calling | Turn 8: AGENT: this should work now | Turn 9: CUSTOMER: this should not happen | Turn 10: AGENT: please hold for a moment | Turn 11: CUSTOMER: I am not happy with the service | Turn 12: AGENT: I can help you with that | Turn 13: CUSTOMER: I waited so long | Turn 14: AGENT: I appreciate your patience | Turn 15: CUSTOMER: this is really frustrating | Turn 16: AGENT: your issue is important to us | Turn 17: CUSTOMER: this keeps happening | Turn 18: AGENT: I will escalate this | Turn 19: CUSTOMER: this is really frustrating | Turn 20: AGENT: I am looking into your issue | Turn 21: CUSTOMER: this should not happen | Turn 22: AGENT: please hold for a moment | Turn 23: CUSTOMER: I called yesterday also | Turn 24: AGENT: I will escalate this | Turn 25: CUSTOMER: thanks that solved it,4,high,resolved,yes,fall
278,subscription,580,1.15,32,Turn 1: CUSTOMER: really appreciate your help | Turn 2: AGENT: let me verify your details | Turn 3: CUSTOMER: this is taking too long | Turn 4: AGENT: happy to resolve this | Turn 5: CUSTOMER: third time calling | Turn 6: AGENT: thanks for waiting | Turn 7: CUSTOMER: I don't understand the problem | Turn 8: AGENT: your issue is important to us | Turn 9: CUSTOMER: this is taking too long | Turn 10: AGENT: is there anything else | Turn 11: CUSTOMER: this makes no sense | Turn 12: AGENT: is there anything else | Turn 13: CUSTOMER: still confused | Turn 14: AGENT: glad to help | Turn 15: CUSTOMER: really appreciate your help | Turn 16: AGENT: I apologize for the inconvenience | Turn 17: CUSTOMER: thanks that solved it | Turn 18: AGENT: is there anything else | Turn 19: CUSTOMER: this is taking too long | Turn 20: AGENT: I apologize for the inconvenience | Turn 21: CUSTOMER: thanks that solved it | Turn 22: AGENT: thank you for your patience | Turn 23: CUSTOMER: I already tried that | Turn 24: AGENT: this should work now | Turn 25: CUSTOMER: nothing is working | Turn 26: AGENT: I completely understand | Turn 27: CUSTOMER: thanks that solved it | Turn 28: AGENT: I am looking into your issue | Turn 29: CUSTOMER: this is taking too long | Turn 30: AGENT: is there anything else | Turn 31: CUSTOMER: really appreciate your help | Turn 32: AGENT: sorry for the trouble,5,high,resolved,no,fall
